predicted,ground-truth
4.304147399301205,5
5.0,5
4.6221967835895965,5
4.64903927436977,5
3.726882744182378,3
4.843693216582449,5
4.9831893198675985,5
4.603013593138469,4
4.822289205568301,5
3.4943111823065793,3
3.9581951571496368,4
4.384524467870617,5
5.0,5
4.9434773512528185,5
4.466916452460943,5
4.029926860217323,4
4.339663770282008,5
4.9892726894291,5
4.012746638396748,4
4.3114239817601465,1
3.8771103245420564,4
5.0,5
4.991885468050736,5
4.891879699037723,5
4.986380802598069,5
4.39891360257071,4
5.0,5
3.473330053998604,5
4.949941017914729,5
3.949657485761041,3
2.240575894430269,4
5.0,5
4.938621229752972,5
5.0,5
3.6162301384965208,1
2.7598071441648253,3
4.978789703307483,5
3.8009834161921137,5
4.970823395243709,5
3.9732541269913666,4
2.040639523504436,2
4.017521610016836,4
4.914036264191576,5
3.5101029817575307,5
4.984805158871929,5
3.8475919844316864,2
3.024009471551017,3
4.177360654744608,4
3.352687674859702,1
4.20320397642247,4
4.652957896711687,5
4.827299985946508,5
3.2937042152141145,3
4.849577405834123,5
4.287055441645296,5
4.864262568488044,5
4.9864101853519465,5
3.056248339729692,3
3.016868185963147,3
4.075218925980355,5
4.950269844885388,5
4.954448490740289,5
4.128855175374313,3
3.259373745445502,3
4.962924856774466,5
4.953931038030549,5
4.957032559698765,5
4.821662170906861,5
4.943573718697316,5
4.927581930366575,5
4.991600472256247,5
3.702205934193713,2
4.21105428556193,5
3.5691630090247757,3
4.2166886822934675,3
4.735570091980861,5
2.0211727892651457,2
3.968142597246679,4
4.960972660538704,5
1.0500403426282767,1
1.152847452019683,1
4.9078183764442915,5
3.007479802274876,2
4.9264929286852155,5
3.8432018627413913,4
4.887350538566445,5
3.1705130216542217,3
4.177449737552251,4
3.8208595899339386,4
4.952290671967003,5
4.9882741714244645,5
4.069589875965823,5
4.6019427383478,5
4.434537998158392,3
4.893503402393949,5
3.1111341595864865,3
4.88854089182658,5
5.0,5
4.749427873471584,5
4.96512554478204,5
3.897819611086503,3
4.1203463133548714,5
4.993099885798285,5
3.994001857264048,5
4.220834345779251,4
4.9705327032094235,5
4.145488485035335,5
4.000459988267614,4
4.662871510579776,5
3.9497828761898557,4
3.831958314119711,5
4.993496677274637,5
3.809707211508326,1
5.0,5
4.990470049320901,5
4.970182328122909,5
4.9860123334004465,5
4.186859615334789,5
4.88378066055895,5
4.085445551068743,4
3.950668548826223,2
4.3063444847437315,5
4.9452139238320765,5
4.8487923189187985,5
4.402216848104836,4
4.987152505297763,5
4.2990360093539834,4
4.271023735365876,5
2.0661328438926967,2
3.2943136754366087,3
4.9987558501663365,5
3.652973716487417,1
4.005189798970084,4
3.011951799516438,3
4.324432292973474,4
4.096145288617253,4
3.957186676981166,5
4.880160376635592,5
4.725045786444747,4
4.496357409768061,5
3.2643565919883692,3
3.3273327793592014,3
4.567408107595437,5
4.927338581641724,5
4.845706466106051,4
3.9780960304165,4
4.907110437395525,5
4.989083127490813,5
4.709999209475042,5
4.915188473686427,5
4.962677707336271,5
4.4374928853200934,5
4.879099876341836,5
4.989919386383296,5
3.4760233687720508,4
4.986829681688501,5
4.90497959574573,5
4.980546178671283,5
4.241631996191013,4
4.311621584313033,5
4.48382429776335,4
2.939539095229433,3
4.751322656604296,5
3.650208009076296,5
4.98367862906071,5
3.9762693692520106,4
4.953000851815014,5
4.953716417456338,5
2.0709345612076815,2
4.03716469516085,4
4.957694534507947,5
4.953443629086724,5
4.142269065491531,4
4.003944765697397,4
4.39028220835308,3
3.7449752825454565,5
4.015582839766133,4
4.996331735582651,5
4.017306828694321,4
4.945267826743929,5
1.3187535060095195,1
4.904953223395732,5
4.956107685297655,5
3.9845267623870315,4
4.832975742376031,5
4.992830288014749,5
4.661861882798836,5
4.800629825035729,5
4.4674841381035835,5
4.976554403859396,5
3.8958126238294732,4
4.952093209266757,5
4.860765963870332,5
3.5276700938258103,5
4.552903874397971,5
4.6407028803629435,5
4.579333421417779,5
4.012467485953691,4
4.695643656728934,5
3.1013251013414322,3
3.0144032876226774,3
4.933428654037775,5
4.87656131514934,5
4.985396994053265,5
5.0,5
3.5720820140964933,3
4.7141892973497415,3
4.125684375010584,4
3.89829745978288,3
3.7627738009327683,4
3.6865473284549246,5
4.9454823237058285,5
4.994286411302987,5
4.967661791466016,5
2.4130808065223026,2
4.927264653260337,5
3.844842022698563,4
4.01251648081688,4
3.7835596262522713,5
2.6304260238638495,3
4.890288292515999,5
3.1381210952570044,4
1.0596449918657802,1
4.209630130444913,5
4.909229599810681,5
4.9408541515113455,5
4.588196411485378,5
4.055816266919376,4
4.395066033300277,4
4.898894821788294,5
3.6419314022291718,5
4.302353288555518,3
2.885886637137655,1
4.206719541018844,2
4.129025038482345,4
4.135103018087469,4
3.195677831953675,2
4.980168563493767,5
4.993267484869382,5
4.985495648959381,5
4.9443216540881485,5
2.181537928641411,2
4.954906123462013,5
4.912730403729378,5
4.1092642252779275,4
4.077231928499155,5
3.910263245429603,4
4.0583966163442895,4
3.674539791531402,4
3.5567942159534067,5
4.871377272017856,5
5.0,5
4.019572553122012,3
4.140244065355658,2
4.459141113115569,4
4.949849099313378,5
4.937913657794864,5
3.7131095992162617,2
4.935467105672402,5
4.766240939960513,5
2.315994549134283,2
4.963494301653152,5
4.9916688848697826,5
4.986891900761436,5
4.8962263174643725,5
4.635868486465326,5
3.944980203353038,4
3.7210608943526013,4
3.4555179745068214,4
3.927510318246576,4
4.912336842936847,5
4.380425484912074,5
4.000641041768355,4
4.912886666394979,5
4.6879161882097575,5
4.976892890427048,5
4.532419874373464,5
3.992679187763355,4
4.939496530567711,4
4.673048043501946,5
4.00426237458745,4
4.777088122283278,5
4.98186284849492,5
2.895832587116132,3
4.369492773969857,4
2.4944247208116126,2
4.943573718697316,5
4.986682638868213,5
4.71868436745129,5
4.012405748654808,4
2.9460783425903845,3
4.106567471701982,5
3.9999173386089755,4
4.484526418099168,4
4.7061610648731,5
4.007675636604321,4
3.1238766813943317,3
3.890003953610952,3
2.849384242849012,4
3.4306291620151046,2
3.820027814728869,5
4.6503896184253914,5
3.983892142839932,5
3.989620087197493,4
3.838619441117312,4
4.856250922173872,5
4.005636247924929,4
4.707460523675659,4
3.929280621844231,4
4.058041026221938,5
4.401017034380746,4
4.765188807465552,5
4.985800666401415,5
4.384710019432512,3
4.9586863483028125,5
5.0,5
4.083477084156683,5
4.996915501627887,5
3.986982092619651,5
3.9944206784324963,4
4.229083583065492,4
4.454071378980326,5
4.546763270288064,5
4.051476292600105,4
3.7152783883853315,3
4.9724474194981525,5
3.420805043347985,3
4.066274775087816,4
4.561118498939157,5
4.247867498527933,5
4.930962569788456,5
3.0925535155366863,4
4.944793907883796,5
4.878262410124323,5
3.6268234722785606,4
4.981568265306676,5
3.0325879404043983,3
4.926456956296203,5
4.908194143841035,5
3.3111248592471747,5
3.014465155054814,3
3.4162989925791742,4
4.692650835295681,5
4.9462837884660855,5
4.3140196348240964,5
4.847758687942786,5
4.322370398285878,3
4.96641995122207,5
4.15150913679419,2
4.680124414638919,5
4.983290906495784,5
4.767760903921926,5
4.953861054971308,5
1.0606224026746047,1
4.9597102031300215,5
1.0263013315534506,1
4.040371463517373,4
4.014026457361121,4
4.9764340151969035,5
3.8247741137519173,4
2.996244483081818,3
4.417827643327577,4
4.714442554017902,5
4.058223794293684,4
4.913750495147003,5
4.997565288495894,5
4.843271878200717,5
4.201382810851853,5
4.347597902490976,4
4.45947405611526,5
5.0,5
4.981558974608705,5
4.045205152542971,5
2.0265776733934024,2
4.897929766230634,5
3.9402063586633815,5
4.517287212689491,4
4.011593397340271,4
4.460345502923853,4
4.9968999827551634,5
4.073430758571487,5
3.949999833876894,5
4.737114065288373,4
4.6525931809135015,4
3.9945827612127953,5
3.447331466064808,4
4.250925317428233,4
4.141014256989974,5
3.643314080627043,4
3.635103481141301,3
4.904791854286979,5
4.019706356686067,4
4.639873441903234,5
4.423503351833313,3
4.648250515844007,4
4.72207952453001,5
4.367697240312287,3
4.197472751104077,4
3.6131407894111662,3
4.991018435447025,5
4.9721193057271575,5
3.058820488115015,4
4.91179940254172,5
4.246515743888406,4
4.6184843554592385,5
2.8122077801894485,2
4.192560073562893,4
4.677703925780868,5
4.73758454890228,5
4.2551751476584,4
4.01140789067177,3
4.172546656446348,4
4.983055530722934,5
4.404708496526853,5
2.6335539344094787,5
4.792213056234897,5
3.418176424386496,3
4.306679482071717,5
2.098889576093824,2
5.0,5
2.963384297628159,3
4.762496596243171,5
4.2984438971420085,4
4.32551463421141,3
4.460708079817238,5
4.088067738155457,5
4.987825928840941,5
3.0318896701707634,4
4.770099807084394,5
2.815272256792584,4
4.890428012535786,5
4.790574375290164,5
3.9383653352489367,3
4.920695597883725,5
2.876545121097937,3
4.130879660239972,4
3.1713344004093553,3
3.5143471305782907,4
1.0154594922364613,1
5.0,5
4.739968268790523,4
4.609735941132162,5
4.43452676411051,5
3.740122788785054,5
3.997362423458434,4
4.994052982114767,5
3.892670505538203,4
4.980508791474455,5
4.154530675151648,4
4.811169651310337,5
4.110704418272298,4
4.4965901824022865,2
3.9744493037830284,1
4.001595783560052,4
5.0,5
4.072258005331163,4
3.8969683221226514,5
4.036365647970311,4
4.34816670275211,5
4.960380720376378,5
4.377482905954242,5
3.2096186032070615,2
4.3155457164385655,4
4.121117637769678,3
5.0,5
3.047578380677245,2
3.2144895170479773,3
4.156828448134934,3
5.0,5
1.1955814302071919,1
4.397511361027073,5
4.019123652695482,4
4.973930280109233,5
4.130149941992079,5
3.6330238229303897,2
3.659900351678423,1
4.59879052163165,4
3.6450952154858594,2
4.3550480718259506,2
4.33077647125405,2
5.0,5
4.8453591908697256,4
4.339304949590921,5
3.132355364264971,3
3.916001157270693,4
4.174815117682462,5
4.975993960861825,5
4.972523100009789,5
1.4989471311581748,2
3.0427875504933897,1
5.0,5
4.940656197822822,5
4.4204794952895,5
4.5693257934155405,5
3.056248339729692,3
2.9871770363113193,3
4.75770930810924,5
5.0,4
3.9886085060268535,4
3.635114885946901,4
4.4560113008871935,4
4.964562388805468,5
1.5127561464316224,1
4.87778821137427,5
4.169967889579976,5
4.209209836357082,4
4.520158074420974,5
3.2660537350432546,3
3.912899672719023,5
4.004041853447737,4
4.3409955026063685,3
4.950555570853673,5
4.938026706548237,5
3.880583261245598,4
4.998176042773532,5
4.992505333841856,5
4.979725116634394,5
4.001068511055405,4
1.0705547356106224,1
4.389059630522421,3
4.941952439718799,5
3.053003370670385,2
4.978048850902454,5
4.9098882600104945,5
3.563663691904732,2
3.458832467641981,4
4.59766331629591,5
4.9853836658620985,5
2.889924595555896,5
4.965609531601951,5
4.354308782284041,4
2.889287697005787,3
4.968630858655898,5
4.33598332691952,5
3.982219638075062,4
4.982393955586403,5
4.001328505335369,4
4.956749216911492,5
4.89421001889771,5
5.0,5
4.852580087225066,5
3.2048332140142763,3
2.126458434537694,2
4.494499593275763,5
4.10929092305461,4
4.030584135095955,4
4.821206328776914,5
4.978327593683714,5
4.199381027233089,4
2.434596942978122,2
3.7509458286113877,3
3.9833618352106215,4
4.955466575338261,5
4.632324539710435,5
4.474401601176114,5
5.0,5
4.971303436914159,5
3.4277124555671494,4
4.7254227920566745,4
4.005848977584857,4
4.234467847982834,5
3.9352696448276623,4
4.9883914272232515,5
3.775489476986574,4
3.949609865042792,5
2.123634943041008,2
4.198846813357438,5
4.878967696857047,5
4.322818744046596,2
3.189213008522187,3
4.099340185823901,5
4.9259577974633,5
4.402028791932089,5
4.061094896623224,5
4.975546590631663,5
4.893027293257166,5
3.8365254588879094,5
5.0,5
3.659956765642635,2
4.019789747112834,5
1.4383538347220812,1
4.943573718697316,5
4.838187455386093,5
4.950187210252349,5
4.7890785507481235,4
4.867715877372052,5
3.6862639722976267,4
3.9903460028967856,4
4.074851503041709,5
4.996734503440355,5
3.7184007946820032,4
4.982936258241562,5
2.0672952289262385,2
4.033606468970915,5
3.027670161687405,3
2.020159493946678,2
3.9332000122787716,4
4.966345367996915,5
3.630950937328188,5
4.763270648795662,3
4.984682760428395,5
3.7781321019036205,5
4.604010087553009,5
4.229390472076999,5
4.006119826048516,4
4.9932434723375465,5
4.266143452869987,3
2.4936091589854446,2
3.6584406937834038,2
4.06283094892612,4
3.05905245879534,4
4.9806044775976686,5
4.98690319549031,5
4.6982819047840465,4
4.184054021596953,4
4.934803661860914,5
3.6396739490927428,4
4.02961842854828,4
4.025961076030636,4
4.418287577361458,2
3.9838360783390177,4
4.8810419775822265,5
4.9979506620983285,5
4.950248016514396,5
1.7238167939258404,1
4.95441243731397,5
4.958070236457911,5
4.714353467926998,4
4.988299148761723,5
4.07150540165081,4
4.031077658864741,4
4.045358124721513,4
4.964250706021529,5
3.6329048843906686,4
4.397846082340784,4
4.9967087809525745,5
4.963633928837511,5
3.968526122846053,4
4.302741191464365,5
3.493763262010506,3
4.993553745617773,5
4.512305408432201,5
4.979274851284729,5
4.230091817911865,5
3.7853859535693957,3
4.575936373518403,5
3.1172739627080652,3
4.880651845584234,5
3.687465845524063,5
4.83433532534353,5
4.992961531480728,5
1.1743770746071525,1
4.326544915091438,5
4.916631725969016,5
3.555979463166216,1
4.00146675229229,4
4.3819292801477445,5
4.96475451579554,5
3.744780067008812,3
4.612615453207252,5
4.971390045894392,5
4.002733874492145,4
4.030668437496104,4
4.953421326328885,5
4.7641382440730355,5
3.6387467560922593,5
4.539231471026497,4
3.9823880514235657,4
3.0242337198268823,3
4.868702375094404,5
3.650189692922416,3
4.363331410515915,5
3.9010586826103713,4
4.009472763359347,4
4.124092179794876,5
4.000186561971553,4
5.0,5
3.9810708616191883,3
2.0174558995731724,2
3.7393450555451997,3
4.1438011761320785,4
3.0299084832195162,3
4.9532320709830495,5
4.9216652431316525,5
4.867760054475607,5
4.992753727834485,5
4.962414914320117,5
4.9041674414442875,5
3.145392017840241,3
4.976356055349319,5
5.0,5
4.972801617485644,5
3.9279028639156572,5
3.0230824309458435,3
5.0,5
4.066323535229843,4
4.989215911853829,5
4.987621688557002,3
4.911813483036706,5
4.989523296539941,5
4.133733271112977,3
3.2936243440435917,3
4.222547160302943,4
4.587876004519852,2
4.959137448701936,5
4.96666151245391,5
5.0,5
4.294574297165242,4
4.948219821994754,5
3.3343520240996627,5
3.928956500670562,4
4.87676799087799,5
4.147223637681798,4
3.557293913271367,4
4.392444813777352,5
4.023738608262781,4
3.6537901162159687,4
4.988024056525514,5
4.756894990635253,5
4.848128175896189,4
4.929824017012434,5
4.44618269463325,4
4.096832919766449,4
4.979374786070414,5
4.997076196995217,5
2.0410898035627385,1
3.6775232250723278,5
4.992604152047827,5
4.491920407627541,2
4.019274031688146,3
3.6265161724112236,2
4.813829373496651,5
4.942790476355763,5
2.92903023433391,3
4.159733225189388,2
3.3010697927007455,3
4.592859511651815,5
4.5526381012339066,5
4.986563772772492,5
4.179480583280235,5
4.776866071209808,4
4.988228310451566,5
4.504247876575719,5
4.29396384507512,2
4.329882054663432,1
4.958977257857765,5
4.94338778541028,5
4.88652415080582,5
4.97784945894839,5
5.0,5
4.088346385650577,4
4.059285117602438,4
4.725427214969062,5
4.9870864635939265,5
2.92925148392949,4
2.470213964607111,2
4.932542928153402,5
4.734118712138627,5
4.142363427067193,4
4.854816882922641,5
4.9914246759943675,5
4.94300153034452,5
4.2173178463276955,5
1.2398831511388546,4
4.4432246384216265,4
3.6324850092320613,1
3.265326791410149,3
2.581566032146349,2
3.9085067415632215,5
4.9801532364368395,5
4.907957653184515,5
4.113676626029824,4
4.93000670930911,5
4.904775808245092,5
4.680512617464302,4
4.182291856241473,4
4.955021222024381,5
4.9,5
4.990830146374059,5
4.104625289858444,4
4.952765130625886,5
5.0,3
4.188918347862323,4
4.244756094950384,4
4.046936490919561,5
4.036565204885138,4
4.003177246052325,4
3.9608276577333186,4
4.921029786834216,4
4.743866190208425,5
4.878364546483361,5
3.8572303268684163,4
3.976239616844476,3
4.531325345583664,5
4.4322791889896145,5
4.634566837694322,5
4.9921663057937335,5
3.607300573200125,5
4.678112778447962,5
4.001154542439949,4
4.966701999708105,5
4.3626050483337275,4
5.0,5
4.922919049040057,5
3.9779576370687475,5
4.9969461956494685,5
3.6777462935220306,4
4.252679809415367,4
4.569691207764569,5
4.08833296309923,4
4.075772609131067,4
4.560339444768331,5
3.6575845813714025,2
4.576764493101673,5
2.0141126646779046,2
3.4689420960863018,3
2.0055725850104102,2
4.604903145154863,5
3.695908685435653,3
4.015017098868377,4
3.4162608685550313,1
4.011960106251912,4
3.162049151460839,4
4.052638366015513,4
4.25819824875368,5
4.841879137327271,5
4.86898612559233,5
4.775788109196817,5
4.647788113350696,5
3.3195988577594044,5
3.331114428835392,3
3.980679679181825,4
3.9834948789351543,4
3.594070032562416,3
3.8365568872071867,5
2.0294122816344893,2
4.976081614550808,5
4.977475552955182,4
4.9465100170490315,5
4.291017387309947,4
4.9586146848408035,5
4.712819264917141,4
4.112997486177992,1
4.9935071403761615,5
4.3404187109379,3
3.5957503904963137,3
3.9626824069787396,4
4.613454086560944,4
3.724783716934458,5
4.944977368809995,3
4.815543908948286,5
4.629649737843257,5
4.784034720212165,5
4.98970441713342,5
4.277577398373937,4
3.7174806425782747,5
4.8421853189271165,5
4.590395186274659,5
4.922318274964264,5
4.456604880175008,3
4.719864880260039,5
2.0820486413879964,2
4.273636658980722,4
4.192850251031591,5
4.4491334701555925,5
4.681154357431241,5
4.956573877112074,5
3.7987377811846605,3
4.983629741820687,5
4.070345602743542,4
3.247734171648056,5
3.99702297300471,4
5.0,5
4.797972167166016,3
4.3085848500290025,2
4.1433072085324145,4
3.9619183524401738,4
3.73782443068578,4
4.804194665451272,4
4.040211125862769,1
4.143587867819727,4
1.1881999550724869,1
4.966428640146255,5
3.9659702504073495,4
4.316431915158419,5
3.6101296368255325,5
4.9728793601401655,5
3.6981464394103414,2
4.9576407427363565,5
5.0,5
3.490359631089469,1
4.65687836290093,5
3.077151309380414,3
3.9700911169286424,4
3.9179265535978036,5
4.427460804670636,3
2.918798379940847,4
4.925303698655784,5
4.269353329292058,3
3.0063466140576525,2
4.820866509299474,4
3.9880559573578584,4
4.038572222925315,4
4.6144468463489705,5
3.9592692785442107,4
2.0782856514354533,2
4.352511600713332,5
3.1978207899898248,3
4.460670849834235,5
4.959882733622995,5
3.695566949069718,3
4.770113047723552,5
4.986649452596328,5
3.8452211963237652,3
4.977423940358084,5
4.162271545760328,5
4.846481205756615,5
4.04333961792272,4
3.439582359841448,3
4.343073086902244,4
3.836821326705052,3
4.969730918708673,5
4.018050444768333,4
4.995802370455082,5
4.120616376422453,4
4.982244199520208,5
4.916382708777273,5
4.010397969216715,5
4.024791563594342,4
4.9,4
4.990321584919154,5
3.9720254852919297,4
5.0,5
5.0,4
4.1192161332402115,4
4.990201162361333,5
3.897285686200168,5
4.955855197745685,5
4.916308496376486,5
3.044818175807934,3
4.246042523190675,5
4.990392672892743,5
4.811864676615816,4
4.127297115281256,4
3.8094963839664446,2
4.446902363598485,4
4.9560708338191635,5
2.29376119236026,2
4.962911121878693,5
4.715729392146266,5
4.660111699143644,5
3.9187332311226526,4
4.560490500648071,5
4.978041594336563,5
3.447569644005861,5
4.883199986570428,5
3.7579488236909966,4
4.945211414092135,5
4.3078962652469235,5
4.337385588589636,3
4.019963470042726,4
4.844841550828188,5
3.967009640745567,4
4.982746337755527,5
4.821909388924617,5
4.96884536889941,5
4.055755180965454,4
4.81585583040327,5
4.930723541159088,5
4.987996352546062,5
4.734510720344283,5
4.055556512179805,4
4.990792027365165,5
4.810268273435221,5
4.9976290832982135,5
4.84875824074553,5
4.035839975239303,4
3.9816415997315113,4
4.937705659924822,5
5.0,5
4.05555830159819,4
2.717899662316313,5
4.918975000191154,5
3.1477940622356333,3
4.088020463770347,5
3.9693867912555083,4
4.750421729784595,5
4.003268988981143,4
4.429992960068916,5
3.988765971125463,4
4.962226982312332,5
4.706764256780988,3
4.140918413290722,4
4.376079421478502,4
4.7763649526733385,5
4.997098055842369,5
4.664041315809286,5
4.363094115558028,5
4.004208418509444,4
3.7785664532192467,5
4.9461306022806655,5
3.9733296168264594,4
3.7334424046664294,5
3.554183580520955,3
4.617733708238429,5
4.992365768292599,5
4.916444846590739,5
1.2737575670595682,1
3.7002875012212932,4
4.0103716519152215,4
4.144299599818803,4
3.689583511933799,4
3.0949367932985488,3
4.495058142394786,5
3.9990549295441613,4
4.193130151215813,4
4.955879128826044,5
4.560982983405408,3
4.457116840461106,5
1.0594923671272882,1
5.0,5
4.702840545945854,5
1.0415028540074975,1
3.8354393367869064,5
4.969655732537635,5
4.995487596816117,5
4.13073417532956,4
2.1015430415333114,2
4.995296461443229,5
4.583432227496313,5
3.4382276911221177,5
4.9796363482723285,5
4.821974012372129,5
3.1532238806512307,5
4.194194253953447,5
4.549122138939945,4
3.9990934686454196,5
4.53383775876623,4
4.985066275771419,5
4.38677554523358,5
4.1573181738376705,1
4.932062085203066,5
4.652347514772714,5
4.391105544844075,5
4.236202089732981,4
4.9682983747215985,5
4.777582109220899,5
1.199815415648024,1
4.905890751832635,5
4.715612611429146,5
1.278112398379853,1
3.1854754519374473,3
4.607877219173421,5
3.0253702928510045,3
3.9495476136976526,4
4.4963611060879884,5
4.985275158394631,5
5.0,5
3.881344819425687,5
4.852711350674481,5
4.007135843701608,4
4.963826977171458,5
3.7427982825177155,2
4.971413701844242,5
4.014029770770413,4
3.9847030722713233,4
4.729358626229541,5
3.9420324955059125,4
2.743909271155684,1
1.9534733301393283,4
3.9905968493889223,4
3.9838721703288926,4
4.327009105215526,4
4.210690355524003,4
4.275075296696739,5
4.916689321171921,5
1.1141459266484488,1
4.9725675607618784,5
5.0,5
4.3870798276721,5
3.849705075339328,3
4.103183027343083,5
4.853102742264111,5
4.869381633089877,5
4.964748558260938,5
3.8653608049425787,3
4.956684521116134,5
3.319648302517987,5
4.984031072778282,5
4.003635569288342,4
4.823424106130259,5
4.985212940532182,5
4.977323486689822,5
2.102567155269043,2
3.748182081762614,1
4.482591842836175,4
3.8495238846615996,4
4.921058574919944,5
4.0122334421112935,5
4.873989049222312,5
4.975482239448308,5
4.950385079340099,5
5.0,5
4.992306520801959,5
4.781936137369734,5
4.991047188321956,5
4.928338135957458,5
4.979362055162118,5
4.399081779501052,5
4.1914644454720955,5
4.872101497184387,5
5.0,5
5.0,5
3.4148833029865218,4
4.405891275926864,5
4.985288228727081,5
4.9883241296997465,5
4.049359311076332,4
4.985058841169601,5
4.943573718697316,5
4.021283599014171,4
3.8612707179403403,5
4.381625136740441,5
3.891234687902646,5
3.9398786155801178,3
3.659634413792912,4
4.651536752050763,5
4.197303189177898,5
4.773308058968965,5
4.933337989215621,5
4.022905470471312,4
3.045856094314036,3
3.936846527793307,4
4.9924880745589,5
3.8430343600524197,4
4.8492073601849,5
4.611613418793432,4
4.888789584246984,5
4.949739735292086,5
4.444318837809644,5
4.191408047627748,5
4.15757576454492,4
4.393752927269727,4
4.009555469504332,4
4.305057826705336,5
4.989983631518464,5
4.08332524049266,5
4.954571934393422,5
4.196526403102243,5
3.6035245992733542,4
3.6465840595058934,2
4.9165377016676475,5
3.7923992300690337,4
4.969768886967171,5
4.652620635657892,3
3.0802220530425957,3
4.85310229523553,5
1.0634983802200177,1
4.971313895372115,5
3.8924627103344873,4
4.097705646974162,4
4.974976835531013,5
3.0744513262352813,3
3.2166897288324288,5
4.327653955516444,3
3.9567360620054157,5
3.977182501365115,4
4.983220662186641,5
4.795783218772021,5
4.995273661346059,5
3.213101555850251,5
4.151033104419655,4
3.4107941196463516,3
2.0390056482516763,4
3.8651865447444997,3
3.476736473859786,5
4.969623125622773,5
3.8208735719042957,3
4.280519822686589,4
3.066474280269803,5
4.8585889000021965,5
4.939377988379431,4
3.908663743187495,4
1.7590745308984923,1
1.7280286000917557,2
4.575536405184065,4
4.865898417380344,5
2.120994245133104,2
4.33682484630749,3
4.940084522462182,5
3.9159982448862567,2
4.654078107718537,4
4.931533297878632,5
4.834248526687709,5
3.157215105180858,3
4.957522388664239,5
4.863419367545012,5
3.9739103101239657,1
4.999198440732212,5
3.561330989659276,4
4.203353338634403,5
4.951657524614707,5
4.433928638731533,5
3.93713427062497,3
5.0,5
3.727792055822851,5
3.2627462046171756,5
4.827064488763996,5
4.042375595448766,4
4.476343465224852,5
3.939747122101421,5
4.788796678749449,5
4.049184640949756,5
4.074326685935418,5
4.108823713821257,3
4.254730204744858,5
4.577202596273034,4
4.93738383455987,5
4.973245813619499,5
3.989025686264103,5
4.173624074729988,4
2.9779587337484865,4
4.943573718697316,5
4.994833631906042,5
3.9309908130213356,2
3.6018854720357343,2
3.9515673059902428,5
4.639563869542192,5
3.929758892666306,4
3.775538027267843,5
4.484872589749031,5
4.972872772303797,5
5.0,5
4.072017709939026,1
2.696304966037298,5
4.960402620946015,5
4.9973365592903525,5
4.039526153986301,4
4.967207460903078,5
4.154915549265859,4
4.9738442695214,5
4.20444075954115,5
3.9340970770746626,4
4.919635098493958,5
4.466752631129475,4
3.9964845441055457,4
4.228994484041745,4
3.2228852134062054,3
4.999137125492533,5
